 Processor            1
 ilocal=           0 ;iglobal=           3 ;T=  0.804274757358271     
 ilocal=           1 ;iglobal=           4 ;T=  0.945481682332598     
 ilocal=           2 ;iglobal=           5 ;T=  0.994138272681972     
 ilocal=           3 ;iglobal=           6 ;T=  0.945481682332598     
 ilocal=           4 ;iglobal=           7 ;T=  0.804274757358271     
