 Processor            0
 ilocal=           0 ;iglobal=           0 ;T=  0.000000000000000E+000
 ilocal=           1 ;iglobal=           1 ;T=  0.307205621017285     
 ilocal=           2 ;iglobal=           2 ;T=  0.584339815421976     
 ilocal=           3 ;iglobal=           3 ;T=  0.804274757358271     
 ilocal=           4 ;iglobal=           4 ;T=  0.945481682332598     
